0.4022513,1.348818,0.238100,
0.4020414,1.33221,0.251530,
0.4018543,1.313394,0.265523,
0.4015315,1.291886,0.278826,
0.401784,1.27117,0.291029,
0.4018472,1.245536,0.302075,
0.4025027,1.218812,0.314025,
0.4027711,1.18896,0.322930,
0.4029794,1.159552,0.33160,
0.4035834,1.125051,0.337456,
0.4032599,1.093059,0.343184,
0.4022583,1.056447,0.345995,
0.4023236,1.019422,0.347397,
0.4000025,0.9825238,0.348336,
0.3970177,0.9410328,0.346468,
0.3933299,0.8987193,0.343964,
0.387171,0.8571788,0.339597,
0.3790634,0.8153131,0.334594,
0.3691654,0.7741563,0.327243,
0.361014,0.7361006,0.319958,
0.3519186,0.7001179,0.308863,
0.3419397,0.6658494,0.297338,
0.3350407,0.6360444,0.285557,
0.3290481,0.6072459,0.272408,
0.3230019,0.5803518,0.260378,
0.3178964,0.5566423,0.248644,
0.3168607,0.5420103,0.237044,
0.315342,0.5279976,0.227718,
0.3133071,0.5139914,0.219233,
0.3133911,0.5076728,0.212740,
0.3128033,0.5037954,0.209710,
0.3114983,0.4998543,0.206870,
0.310966,0.5024937,0.208170,
0.3114026,0.509087,0.210840,
0.3135254,0.5190521,0.216952,
0.3148581,0.5316751,0.224352,
0.3168348,0.5433862,0.231069,
0.3195486,0.5620832,0.240948,
0.3231027,0.5835301,0.251907,
