0.09595168,1.523413,-0.890928,
0.09796929,1.521974,-0.89831,
0.09568942,1.519827,-0.908549,
0.09157622,1.517718,-0.920333,
0.0847128,1.516594,-0.932567,
0.07752097,1.515898,-0.944172,
0.06461877,1.517138,-0.958435,
0.04956192,1.519841,-0.973051,
0.03152037,1.523691,-0.98683,
0.01176381,1.527876,-1.0011,
-0.01029867,1.533451,-1.01482,
-0.03163511,1.538165,-1.02802,
-0.05851495,1.544572,-1.04092,
-0.09095806,1.552555,-1.05266,
-0.1203742,1.560134,-1.06312,
-0.1540151,1.567567,-1.07226,
-0.2236634,1.581585,-1.0854,
-0.262992,1.587519,-1.08793,
-0.3010867,1.591921,-1.08993,
-0.3407171,1.59487,-1.09062,
-0.3787157,1.597777,-1.08994,
-0.4169667,1.597666,-1.084,
-0.4505357,1.598245,-1.07191,
-0.4850911,1.59727,-1.066,
-0.5161464,1.594561,-1.05780,
-0.5442221,1.591328,-1.04860,
-0.5710113,1.588097,-1.03884,
-0.5922298,1.584752,-1.02865,
-0.6101282,1.581834,-1.01788,
-0.6223392,1.579338,-1.00795,
-0.6375476,1.576075,-0.997641,
-0.6467066,1.573831,-0.987277,
-0.6531851,1.571771,-0.978323,
-0.6562233,1.569921,-0.970985,
-0.6586659,1.566429,-0.964368,
-0.6614376,1.563259,-0.95803,
-0.6574768,1.558862,-0.956061,
-0.6564047,1.554201,-0.95295,
-0.6509572,1.548481,-0.952729,
-0.6431868,1.542088,-0.954661,
-0.6359558,1.535009,-0.956667,
-0.6247855,1.525827,-0.962340,
-0.611479,1.515375,-0.97002,
-0.5992405,1.504708,-0.977458,
-0.5806236,1.489466,-0.987958,
-0.5626513,1.473416,-0.996454,
-0.5458384,1.457691,-1.00531,
-0.5234659,1.43699,-1.01345,
-0.5045509,1.419363,-1.0199,
-0.4791851,1.39505,-1.02718,
-0.4565656,1.372324,-1.03280,
-0.4281418,1.343296,-1.03707,
-0.4017509,1.316591,-1.04132,
-0.3749185,1.288192,-1.04342,
-0.3437066,1.255753,-1.041,
-0.3124043,1.223479,-1.0371,
-0.2818661,1.192188,-1.02863,
-0.2525401,1.160833,-1.01845,
-0.2235663,1.129852,-1.0061,
-0.1959029,1.100933,-0.991872,
-0.1698732,1.074263,-0.975358,
-0.1472179,1.051301,-0.958045,
-0.1275212,1.030906,-0.938945,
-0.1075819,1.011108,-0.920349,
-0.09196091,0.9961563,-0.90190,
-0.08066881,0.9884247,-0.888187,
-0.06717843,0.979508,-0.875932,
-0.05794322,0.9773709,-0.868938,
-0.0506525,0.9788002,-0.867533,
-0.04198134,0.9775797,-0.863006,
-0.03626311,0.9821733,-0.8629,
-0.03284764,0.9885096,-0.86187,
-0.03123838,0.9964461,-0.86776,
-0.03147399,1.005677,-0.877688,
-0.03215933,1.016704,-0.888184,
-0.03181612,1.026978,-0.897553,
-0.0335595,1.041246,-0.91126,
-0.03496724,1.056999,-0.929914,
-0.03730196,1.075663,-0.94694,
-0.03967804,1.096782,-0.968937,
-0.04272145,1.120937,-0.988961,
-0.04503864,1.145271,-1.0079,
-0.04923379,1.172718,-1.02961,
-0.05167556,1.201954,-1.04916,
-0.05478615,1.236129,-1.06925,
