-0.257071,0.824106,-0.427631,
-0.2593186,0.8206676,-0.433204,
-0.2619916,0.8184398,-0.439687,
-0.2643154,0.8179781,-0.446199,
-0.2662696,0.819676,-0.454114,
-0.2682134,0.8226904,-0.460586,
-0.2687862,0.8304876,-0.470106,
-0.2696429,0.836764,-0.479301,
-0.2703251,0.846674,-0.4905,
-0.2709121,0.8595905,-0.502503,
-0.2695735,0.8783746,-0.512505,
-0.2691978,0.8953936,-0.523025,
-0.267857,0.917879,-0.533098,
-0.264321,0.9424974,-0.539756,
-0.2614498,0.9700244,-0.542828,
-0.2602118,0.9929338,-0.54787,
-0.2567066,1.020387,-0.547117,
-0.2559878,1.045906,-0.54578,
-0.2559829,1.070902,-0.541571,
-0.2576567,1.093431,-0.535766,
-0.2589608,1.11602,-0.528913,
-0.2621067,1.137017,-0.51731,
-0.2666482,1.154365,-0.505289,
-0.2694451,1.172651,-0.490723,
-0.271304,1.189872,-0.474980,
-0.2719705,1.20719,-0.458210,
-0.2720478,1.220963,-0.440180,
-0.2718985,1.232776,-0.421655,
-0.2713926,1.241742,-0.403581,
-0.270981,1.248655,-0.383840,
-0.2706323,1.253271,-0.36347,
-0.2696834,1.255166,-0.344824,
-0.268441,1.255514,-0.324641,
-0.2668619,1.256209,-0.305294,
-0.2637988,1.253031,-0.285642,
-0.2614777,1.249789,-0.267334,
-0.2588386,1.241816,-0.25066,
-0.2567934,1.22896,-0.235838,
-0.2539359,1.21927,-0.219294,
-0.2507494,1.2051,-0.204193,
-0.2470915,1.191835,-0.188020,
-0.2441134,1.173965,-0.174476,
-0.2405439,1.155501,-0.160815,
-0.2339927,1.137216,-0.145556,
-0.2311795,1.115212,-0.137188,
-0.2284358,1.094065,-0.128585,
-0.2237306,1.070328,-0.120813,
-0.2230806,1.044927,-0.117836,
-0.2223283,1.020126,-0.114748,
-0.2186321,0.9949974,-0.11170,
-0.217593,0.9685928,-0.113095,
-0.2173414,0.9414362,-0.119472,
-0.214839,0.9170198,-0.127052,
-0.2145824,0.8918511,-0.134963,
-0.2155712,0.8670335,-0.148089,
-0.2163435,0.8432499,-0.163975,
-0.215065,0.8200879,-0.178417,
-0.2147374,0.8019567,-0.20041,
-0.2138191,0.7837495,-0.218235,
-0.2139139,0.7707396,-0.239635,
-0.2148219,0.7608937,-0.261847,
-0.216789,0.7536571,-0.284730,
-0.2168931,0.7462647,-0.306013,
-0.2183022,0.7470006,-0.331463,
-0.218693,0.745024,-0.355683,
-0.2198951,0.7492278,-0.380755,
-0.2201225,0.753026,-0.406045,
-0.2200817,0.7632326,-0.4313,
-0.2200051,0.7767767,-0.453267,
-0.2189254,0.7910588,-0.474828,
-0.2172543,0.8062004,-0.494616,
-0.2140568,0.8209291,-0.512004,
-0.2102233,0.8384075,-0.528526,
-0.206021,0.8530304,-0.545581,
-0.2011412,0.8683503,-0.558784,
-0.1956252,0.8838394,-0.571226,
-0.1910549,0.8976246,-0.582674,
