0.2386914,0.9776348,0.296653,
0.2414522,0.9705459,0.300731,
0.2427391,0.9638101,0.30344,
0.2477347,0.9570807,0.307833,
0.2546939,0.951036,0.313229,
0.2643377,0.9455507,0.31961,
0.2737597,0.9405948,0.325600,
0.2918798,0.9374192,0.334398,
0.3100665,0.9342412,0.342949,
0.3249232,0.9303975,0.350172,
0.3507214,0.928996,0.358535,
0.3751872,0.926378,0.366075,
0.3987278,0.9241984,0.372558,
0.4264253,0.9232883,0.378,
0.4532503,0.9215401,0.383335,
0.4829825,0.9214749,0.386353,
0.5161812,0.9246079,0.386675,
0.5465504,0.92846,0.387191,
0.5764742,0.9301091,0.382913,
0.6077191,0.9345386,0.377388,
0.6363066,0.9376713,0.366834,
0.6634929,0.94169,0.360140,
0.686249,0.9426267,0.349418,
0.7089053,0.9498974,0.340402,
0.7312015,0.9570954,0.33038,
0.7489213,0.9631341,0.318688,
0.7657322,0.9716568,0.308059,
0.7790073,0.9796777,0.298502,
0.7903396,0.9849322,0.289415,
0.7975466,0.9911546,0.283556,
0.8052959,0.9966059,0.277584,
0.8081949,1.001488,0.2743,
0.8081632,1.00287,0.267921,
0.8094204,1.007176,0.265083,
0.8102818,1.01115,0.262174,
0.8120524,1.015104,0.258874,
0.8107818,1.015018,0.252294,
0.8097761,1.01708,0.250148,
0.808165,1.018417,0.248390,
0.8081617,1.017113,0.244458,
0.8065575,1.017804,0.242914,
0.803677,1.017223,0.242150,
0.8022443,1.0146,0.238243,
0.7992662,1.013065,0.237304,
0.7972265,1.010022,0.232305,
0.7945638,1.008246,0.230863,
0.7915034,1.005137,0.229501,
0.7892283,1.000267,0.224664,
0.7862307,0.9953468,0.223202,
0.7827841,0.9892597,0.222206,
0.7796168,0.9826105,0.21936,
